Date,Open,High,Low,Close,Volume
5/16/17 16:00,154.77,154.89,154.04,154.31,3097754
5/16/17 17:00,154.31,154.54,153.56,153.79,3699662
5/16/17 18:00,153.8,154.3,153.63,154.14,2161061
5/16/17 19:00,154.15,154.29,154.06,154.13,1205253
5/16/17 20:00,154.13,154.16,153.81,153.99,1743197
5/16/17 21:00,153.98,154.21,153.93,154.19,1504264
5/16/17 22:00,154.19,154.32,154.04,154.31,3315423
5/17/17 16:00,152.45,153.42,152.05,152.05,4968085
5/17/17 17:00,152.05,152.32,148.87,149.79,9995863
5/17/17 18:00,149.8,151.32,149.65,151.17,6194085
5/17/17 19:00,151.17,151.27,150.4,150.8,3110666
5/17/17 20:00,150.79,151,149.89,149.9,3398348
5/17/17 21:00,149.9,150.22,148.78,149.3,6601842
5/17/17 22:00,149.3,149.85,148.59,149.12,11091171
5/18/17 16:00,150.14,151.61,150,151.18,6269529
5/18/17 17:00,151.19,152.19,151.19,151.47,6345011
5/18/17 18:00,151.47,151.71,150.58,150.6,3217492
5/18/17 19:00,150.62,151.39,150.44,151.09,2619546
5/18/17 20:00,151.09,151.57,150.77,151.27,2393700
5/18/17 21:00,151.28,152.07,151.28,151.48,3530192
5/18/17 22:00,151.49,151.81,151.27,151.28,4305955
5/19/17 16:00,152.23,152.59,151.86,152.11,5858411
5/19/17 17:00,152.13,152.68,151.89,152.67,3707124
5/19/17 18:00,152.66,152.83,152.06,152.39,2605839
5/19/17 19:00,152.39,152.59,152.21,152.49,1553418
5/19/17 20:00,152.49,152.55,152.34,152.42,1320427
5/19/17 21:00,152.42,152.5,152.11,152.26,2218303
5/19/17 22:00,152.25,152.29,151.49,151.81,6780312
5/22/17 16:00,152.85,153.43,152.52,152.56,4099224
5/22/17 17:00,152.56,152.67,151.76,152.03,4332854
5/22/17 18:00,152.03,152.64,151.95,152.51,2096502
5/22/17 19:00,152.51,152.87,152.46,152.8,1632021
5/22/17 20:00,152.81,152.96,152.49,152.69,1729371
5/22/17 21:00,152.69,152.76,152.43,152.7,1690686
5/22/17 22:00,152.7,152.86,152.52,152.84,4478019
5/23/17 16:00,153.74,153.74,152.63,152.71,3440820
5/23/17 17:00,152.71,153.16,152.58,152.84,3057984
5/23/17 18:00,152.83,153.03,152.7,152.77,1754343
5/23/17 19:00,152.78,152.81,152.16,152.39,2494583
5/23/17 20:00,152.39,152.62,152.22,152.36,2044170
5/23/17 21:00,152.37,152.56,152.23,152.34,1574545
5/23/17 22:00,152.33,152.65,152.3,152.65,3019620
5/24/17 16:00,152.69,153.02,152.46,152.49,2135232
5/24/17 17:00,152.49,152.56,151.89,152,3110362
5/24/17 18:00,152,152.11,151.53,151.74,2699057
5/24/17 19:00,151.73,152.17,151.7,151.94,1632616
5/24/17 20:00,151.94,152.19,151.84,152.04,1080659
5/24/17 21:00,152.04,152.34,151.92,151.97,2630946
5/24/17 22:00,151.98,152.2,151.76,152.19,3985467
5/25/17 16:00,152.58,152.72,151.9,151.99,2542483
5/25/17 17:00,151.99,152.65,151.88,152.57,2750885
5/25/17 18:00,152.56,152.95,152.43,152.58,2760599
5/25/17 19:00,152.59,153.2,152.54,153.17,1990732
5/25/17 20:00,153.17,153.19,152.89,153.01,1455054
5/25/17 21:00,153,153.05,152.9,153,1274547
5/25/17 22:00,153,153.06,152.53,152.72,4091628
5/26/17 16:00,152.85,153.09,152.3,152.75,2340812
5/26/17 17:00,152.74,152.89,152.44,152.5,1957368
5/26/17 18:00,152.51,152.57,152.31,152.32,1659277
5/26/17 19:00,152.31,152.65,152.3,152.44,1251404
5/26/17 20:00,152.44,152.63,152.36,152.62,1222640
5/26/17 21:00,152.61,152.77,152.48,152.61,1523266
5/26/17 22:00,152.61,152.71,152.16,152.46,5255748
5/30/17 16:00,152.27,152.92,152.18,152.7,2711911
5/30/17 17:00,152.7,152.77,152.18,152.55,2637430
5/30/17 18:00,152.54,152.77,152.54,152.74,1374823
5/30/17 19:00,152.74,153.25,152.73,153.22,2369956
5/30/17 20:00,153.22,153.28,152.83,152.95,1657917
5/30/17 21:00,152.95,153,152.71,152.76,1365413
5/30/17 22:00,152.76,152.89,152.47,152.52,4878011
5/31/17 16:00,152.82,153.02,151.81,151.85,2641960
5/31/17 17:00,151.83,151.9,151.24,151.78,3849521
5/31/17 18:00,151.77,152.1,151.72,152.05,2043491
5/31/17 19:00,152.05,152.25,151.77,151.8,1416682
5/31/17 20:00,151.81,152.1,151.66,151.8,1072108
5/31/17 21:00,151.81,151.85,151.32,151.55,1744481
5/31/17 22:00,151.56,151.8,151.4,151.61,7917763
6/1/17 16:00,152.02,152.18,151.61,151.69,2010991
6/1/17 17:00,151.69,151.85,151.08,151.46,2595278
6/1/17 18:00,151.47,151.79,151.43,151.76,1582334
6/1/17 19:00,151.76,151.95,151.61,151.8,1163605
6/1/17 20:00,151.8,152,151.73,151.82,1428268
6/1/17 21:00,151.82,151.89,151.55,151.62,1354464
6/1/17 22:00,151.61,152.05,151.56,152.03,2882518
6/2/17 16:00,152.43,152.49,151.74,152.14,2536251
6/2/17 17:00,152.14,152.56,152.08,152.52,2390252
6/2/17 18:00,152.52,152.86,152.47,152.85,1861440
6/2/17 19:00,152.85,153.52,152.84,153.47,2865457
6/2/17 20:00,153.47,153.94,153.45,153.94,3199483
6/2/17 21:00,153.94,154.29,153.91,154.02,3476571
6/2/17 22:00,154.04,154.29,153.78,154.29,8503512
6/5/17 16:00,153.19,153.3,152.31,152.95,5113730
6/5/17 17:00,152.95,153.23,152.51,152.64,3931099
6/5/17 18:00,152.65,152.91,152.53,152.67,2604625
6/5/17 19:00,152.66,152.8,152.56,152.68,1637537
6/5/17 20:00,152.69,153.02,152.56,152.58,1975641
6/5/17 21:00,152.57,152.81,152.51,152.61,1646047
6/5/17 22:00,152.62,152.81,152.44,152.78,4382076
6/6/17 16:00,152.75,153.65,152.63,152.77,3878615
6/6/17 17:00,152.78,153.58,152.65,153.48,3366125
6/6/17 18:00,153.47,153.61,153.03,153.21,2076006
6/6/17 19:00,153.21,153.64,153.14,153.55,1602248
6/6/17 20:00,153.55,153.64,153.35,153.63,1289819
6/6/17 21:00,153.64,154.57,153.58,154.49,3462921
6/6/17 22:00,154.49,154.64,153.04,153.3,7651726
6/7/17 16:00,153.86,154.63,153.76,154.52,3895610
6/7/17 17:00,154.51,154.81,153.78,154.09,3647643
6/7/17 18:00,154.09,154.46,154.08,154.3,1812168
6/7/17 19:00,154.3,154.33,153.33,153.76,2081468
6/7/17 20:00,153.76,154.16,153.71,154.06,1483719
6/7/17 21:00,154.06,154.4,154.04,154.24,1550257
6/7/17 22:00,154.25,154.38,153.96,154.21,4607641
6/8/17 16:00,154.09,154.38,153.3,153.59,3022739
6/8/17 17:00,153.59,153.87,153.25,153.83,3211182
6/8/17 18:00,153.83,154.02,153.73,153.94,1939388
6/8/17 19:00,153.94,154.03,153.68,153.85,1538958
6/8/17 20:00,153.85,153.92,153.43,153.67,1578007
6/8/17 21:00,153.67,153.73,153.38,153.47,1682022
6/8/17 22:00,153.48,153.99,153.47,153.83,4421190
6/9/17 16:00,154.03,154.03,153.26,153.68,2543736
